,Iteration,Reward,States,Runtime,Iterations
0,1,4.0,20,0.002980947494506836,92
1,2,7.564,20,0.002980947494506836,92
2,3,10.827733,20,0.002980947494506836,92
3,4,13.744451794000001,20,0.002980947494506836,92
4,5,16.421921052673,20,0.002980947494506836,92
5,6,18.823037790063513,20,0.002980947494506836,92
6,7,21.033362976054185,20,0.002980947494506836,92
7,8,23.023449813962134,20,0.002980947494506836,92
8,9,24.861232005440105,20,0.002980947494506836,92
9,10,26.52334068667883,20,0.002980947494506836,92
10,11,28.063715437382346,20,0.002980947494506836,92
11,12,29.463812382236114,20,0.002980947494506836,92
12,13,30.766461268153822,20,0.002980947494506836,92
13,14,31.956948522901182,20,0.002980947494506836,92
14,15,33.06928384625163,20,0.002980947494506836,92
15,16,34.091794310455434,20,0.002980947494506836,92
16,17,35.051487388690745,20,0.002980947494506836,92
17,18,35.93910390592788,20,0.002980947494506836,92
18,19,36.77609224510091,20,0.002980947494506836,92
19,20,37.555109309566845,20,0.002980947494506836,92
20,21,38.29319007364163,20,0.002980947494506836,92
21,22,38.984512427936835,20,0.002980947494506836,92
22,23,39.642607476059794,20,0.002980947494506836,92
23,24,40.26286044353795,20,0.002980947494506836,92
24,25,40.85602063110951,20,0.002980947494506836,92
25,26,41.41843159952995,20,0.002980947494506836,92
26,27,41.958634085521915,20,0.002980947494506836,92
27,28,42.47373231183375,20,0.002980947494506836,92
28,29,42.97051353746386,20,0.002980947494506836,92
29,30,43.44668572095637,20,0.002980947494506836,92
30,31,43.90764393074577,20,0.002980947494506836,92
31,32,44.351575283217876,20,0.002980947494506836,92
32,33,44.782769477999906,20,0.002980947494506836,92
33,34,45.19979389196566,20,0.002980947494506836,92
34,35,45.60606056096792,20,0.002980947494506836,92
35,36,46.00043861230143,20,0.002980947494506836,92
36,37,46.38564319138007,20,0.002980947494506836,92
37,38,46.76078285087898,20,0.002980947494506836,92
38,39,47.128019360873445,20,0.002980947494506836,92
39,40,47.486651223311526,20,0.002980947494506836,92
40,41,47.83840076937371,20,0.002980947494506836,92
41,42,48.18271717464648,20,0.002980947494506836,92
42,43,48.52097378587555,20,0.002980947494506836,92
43,44,48.852739274563056,20,0.002980947494506836,92
44,45,49.17910981552983,20,0.002980947494506836,92
45,46,49.49974882720031,20,0.002980947494506836,92
46,47,49.815532325441836,20,0.002980947494506836,92
47,48,50.126198830206015,20,0.002980947494506836,92
48,49,50.432449462258305,20,0.002980947494506836,92
49,50,50.73408224928495,20,0.002980947494506836,92
50,51,51.031659353351635,20,0.002980947494506836,92
51,52,51.32502593253109,20,0.002980947494506836,92
52,53,51.61463372166079,20,0.002980947494506836,92
53,54,51.90036518528073,20,0.002980947494506836,92
54,55,52.182584283793425,20,0.002980947494506836,92
55,56,52.46120299136141,20,0.002980947494506836,92
56,57,52.73651547973072,20,0.002980947494506836,92
57,58,53.008457045054215,20,0.002980947494506836,92
58,59,53.27726635110263,20,0.002980947494506836,92
59,60,53.54289710586784,20,0.002980947494506836,92
60,61,53.80554380437803,20,0.002980947494506836,92
61,62,54.0651746704388,20,0.002980947494506836,92
62,63,54.32194903436742,20,0.002980947494506836,92
63,64,54.57584654481257,20,0.002980947494506836,92
64,65,54.82699851749988,20,0.002980947494506836,92
65,66,55.07539357402812,20,0.002980947494506836,92
66,67,55.321140693825235,20,0.002980947494506836,92
67,68,55.564235526859385,20,0.002980947494506836,92
68,69,55.804769226061886,20,0.002980947494506836,92
69,70,56.0427429278968,20,0.002980947494506836,92
70,71,56.27823354091739,20,0.002980947494506836,92
71,72,56.51124646587417,20,0.002980947494506836,92
72,73,56.74184721255425,20,0.002980947494506836,92
73,74,56.970044477523295,20,0.002980947494506836,92
74,75,57.195894632678936,20,0.002980947494506836,92
75,76,57.41940890333253,20,0.002980947494506836,92
76,77,57.64063632012292,20,0.002980947494506836,92
77,78,57.8595900298913,20,0.002980947494506836,92
78,79,58.07631315005723,20,0.002980947494506836,92
79,80,58.290820268645845,20,0.002980947494506836,92
80,81,58.50314972524504,20,0.002980947494506836,92
81,82,58.71331716940364,20,0.002980947494506836,92
82,83,58.92135706590095,20,0.002980947494506836,92
83,84,59.127285826048286,20,0.002980947494506836,92
84,85,59.33113475833662,20,0.002980947494506836,92
