,Iteration,Reward,Gamma
0,1,0.47619047557552296,0.9
1,2,0.5818592514004385,0.9
2,3,0.6344602148144629,0.9
3,4,0.6389531481227007,0.9
4,5,0.639006272546881,0.9
0,1,0.48780487789040394,0.95
1,2,0.6249183926996128,0.95
2,3,0.6455393167131392,0.95
3,4,0.723143575643804,0.95
4,5,0.723662410688908,0.95
0,1,0.4975124378095612,0.99
1,2,0.6703208783039606,0.99
2,3,0.7070637471529178,0.99
3,4,0.8543694176417542,0.99
4,5,0.8592055372853753,0.99
5,6,0.8628337776789061,0.99
